interseccion,via_a,via_b,latitud,longitud
"Calle 14 | Carrera 17","Calle 14","Carrera 17","3.4412981","-76.5264991"
"Calle 14 | Carrera 17A","Calle 14","Carrera 17A","3.3963401","-76.3828197"
"Calle 14 | Carrera 18","Calle 14","Carrera 18","3.4406699","-76.5265203"
"Calle 14 | Carrera 18A","Calle 14","Carrera 18A","3.4398865","-76.5265465"
"Calle 14 | Carrera 19","Calle 14","Carrera 19","3.4393097","-76.5265577"
"Calle 14 | Carrera 1A","Calle 14","Carrera 1A","3.4008421","-76.3939114"
"Calle 14 | Carrera 1A OESTE","Calle 14","Carrera 1A OESTE","3.4013095","-76.3948369"
"Calle 14 | Carrera 2","Calle 14","Carrera 2","3.4546439","-76.5311016"
"Calle 14 | Carrera 2 OESTE","Calle 14","Carrera 2 OESTE","3.4014338","-76.3950647"
"Calle 14 | Carrera 20","Calle 14","Carrera 20","3.4385659","-76.5265794"
"Calle 14 | Carrera 21","Calle 14","Carrera 21","3.4379421","-76.5266033"
"Calle 14 | Carrera 22","Calle 14","Carrera 22","3.4374227","-76.5266185"
"Calle 14 | Carrera 22 Oeste","Calle 14","Carrera 22 Oeste","3.4434614","-76.5479916"
"Calle 14 | Carrera 22A","Calle 14","Carrera 22A","3.4369094","-76.5266323"
"Calle 14 | Carrera 22B","Calle 14","Carrera 22B","3.4365548","-76.526644"
"Calle 14 | Carrera 23","Calle 14","Carrera 23","3.4359478","-76.5266172"
"Calle 14 | Carrera 23 Bis","Calle 14","Carrera 23 Bis","3.4355438","-76.5266115"
"Calle 14 | Carrera 23A","Calle 14","Carrera 23A","3.4350853","-76.5266109"
"Calle 14 | Carrera 25A","Calle 14","Carrera 25A","3.4285555","-76.5277597"
"Calle 14 | Carrera 29A","Calle 14","Carrera 29A","3.4280764","-76.5277268"
"Calle 14 | Carrera 2A","Calle 14","Carrera 2A","3.4004866","-76.3931653"
"Calle 14 | Carrera 3","Calle 14","Carrera 3","3.4540733","-76.5308567"
"Calle 14 | Carrera 30","Calle 14","Carrera 30","3.4272527","-76.5276815"
"Calle 14 | Carrera 31A","Calle 14","Carrera 31A","3.4264749","-76.5276387"
"Calle 14 | Carrera 32","Calle 14","Carrera 32","3.4255083","-76.5275854"
"Calle 14 | Carrera 32A","Calle 14","Carrera 32A","3.4248009","-76.5275516"
"Calle 14 | Carrera 33","Calle 14","Carrera 33","3.4239876","-76.5275128"
"Calle 14 | Carrera 33A","Calle 14","Carrera 33A","3.4231677","-76.5274736"
"Calle 14 | Carrera 34","Calle 14","Carrera 34","3.4222768","-76.5274311"
"Calle 14 | Carrera 35","Calle 14","Carrera 35","3.4214783","-76.5273929"
"Calle 14 | Carrera 36A","Calle 14","Carrera 36A","3.4210071","-76.5275382"
"Calle 14 | Carrera 36B","Calle 14","Carrera 36B","3.4206767","-76.5273546"
"Calle 14 | Carrera 37","Calle 14","Carrera 37","3.4203208","-76.5273376"
"Calle 14 | Carrera 37A","Calle 14","Carrera 37A","3.419834","-76.5273143"
"Calle 14 | Carrera 38","Calle 14","Carrera 38","3.4933956","-76.5116572"
"Calle 14 | Carrera 38A","Calle 14","Carrera 38A","3.4189966","-76.5272723"
"Calle 14 | Carrera 39","Calle 14","Carrera 39","3.4180978","-76.5274363"
"Calle 14 | Carrera 3A","Calle 14","Carrera 3A","3.4001364","-76.3924031"
"Calle 14 | Carrera 3B","Calle 14","Carrera 3B","3.3999592","-76.392034"
"Calle 14 | Carrera 4","Calle 14","Carrera 4","3.4532649","-76.530532"
"Calle 14 | Carrera 40","Calle 14","Carrera 40","3.4176216","-76.5275703"
"Calle 14 | Carrera 40A","Calle 14","Carrera 40A","3.4172749","-76.5275203"
"Calle 14 | Carrera 40B","Calle 14","Carrera 40B","3.4168463","-76.5276375"
"Calle 14 | Carrera 41","Calle 14","Carrera 41","3.4164213","-76.5277537"
"Calle 14 | Carrera 41A","Calle 14","Carrera 41A","3.415969","-76.5278774"
"Calle 14 | Carrera 42","Calle 14","Carrera 42","3.4154798","-76.5281709"
"Calle 14 | Carrera 42A","Calle 14","Carrera 42A","3.4149234","-76.5281634"
"Calle 14 | Carrera 42B","Calle 14","Carrera 42B","3.4144726","-76.5282867"
"Calle 14 | Carrera 43","Calle 14","Carrera 43","3.4138935","-76.5284451"
"Calle 14 | Carrera 43A","Calle 14","Carrera 43A","3.4136328","-76.5286925"
"Calle 14 | Carrera 44","Calle 14","Carrera 44","3.4131341","-76.528665"
"Calle 14 | Carrera 44A","Calle 14","Carrera 44A","3.4124428","-76.5288581"
"Calle 14 | Carrera 45","Calle 14","Carrera 45","3.4119081","-76.5290074"
"Calle 14 | Carrera 46A","Calle 14","Carrera 46A","3.411339","-76.5291664"
"Calle 14 | Carrera 47","Calle 14","Carrera 47","3.4107295","-76.5295157"
"Calle 14 | Carrera 48","Calle 14","Carrera 48","3.4101248","-76.5295054"
"Calle 14 | Carrera 48A","Calle 14","Carrera 48A","3.4095672","-76.5296658"
"Calle 14 | Carrera 49","Calle 14","Carrera 49","3.4089846","-76.529824"
"Calle 14 | Carrera 5","Calle 14","Carrera 5","3.4525105","-76.530217"
"Calle 14 | Carrera 50","Calle 14","Carrera 50","3.4076674","-76.5301899"
"Calle 14 | Carrera 53","Calle 14","Carrera 53","3.4055797","-76.5307321"
"Calle 14 | Carrera 54","Calle 14","Carrera 54","3.4050123","-76.5310973"
"Calle 14 | Carrera 56","Calle 14","Carrera 56","3.4038463","-76.5311912"
"Calle 14 | Carrera 6","Calle 14","Carrera 6","3.4516952","-76.5298581"
"Calle 14 | Carrera 64A","Calle 14","Carrera 64A","3.4021356","-76.531858"
"Calle 14 | Carrera 64B","Calle 14","Carrera 64B","3.4008123","-76.5320247"
"Calle 14 | Carrera 65","Calle 14","Carrera 65","3.3993523","-76.5321682"
"Calle 14 | Carrera 65C","Calle 14","Carrera 65C","3.3990819","-76.5323742"
"Calle 14 | Carrera 66","Calle 14","Carrera 66","3.3981309","-76.5324143"
"Calle 14 | Carrera 68","Calle 14","Carrera 68","3.3963512","-76.5324653"
"Calle 14 | Carrera 69","Calle 14","Carrera 69","3.3946001","-76.5324934"
"Calle 14 | Carrera 6C","Calle 14","Carrera 6C","3.3985956","-76.3895198"
"Calle 14 | Carrera 7","Calle 14","Carrera 7","3.4509055","-76.5295101"
"Calle 14 | Carrera 70","Calle 14","Carrera 70","3.3931402","-76.5323253"
"Calle 14 | Carrera 72","Calle 14","Carrera 72","3.3915453","-76.5325563"
"Calle 14 | Carrera 73","Calle 14","Carrera 73","3.3906747","-76.5323747"
"Calle 14 | Carrera 75","Calle 14","Carrera 75","3.390024","-76.5325793"
"Calle 14 | Carrera 76","Calle 14","Carrera 76","3.389378","-76.5323893"
"Calle 14 | Carrera 8","Calle 14","Carrera 8","3.4498239","-76.529037"
"Calle 14 | Carrera 80","Calle 14","Carrera 80","3.38779","-76.5325961"
"Calle 14 | Carrera 83","Calle 14","Carrera 83","3.3849438","-76.5331571"
"Calle 14 | Carrera 83C","Calle 14","Carrera 83C","3.3843245","-76.5331395"
"Calle 14 | Carrera 84","Calle 14","Carrera 84","3.3838187","-76.5332812"
"Calle 14 | Carrera 84A","Calle 14","Carrera 84A","3.3831743","-76.5331205"
"Calle 14 | Carrera 85","Calle 14","Carrera 85","3.3827101","-76.5332609"
"Calle 14 | Carrera 85A","Calle 14","Carrera 85A","3.3821518","-76.533251"
"Calle 14 | Carrera 85B","Calle 14","Carrera 85B","3.3814593","-76.5330916"
"Calle 14 | Carrera 85C","Calle 14","Carrera 85C","3.3809277","-76.5330823"
"Calle 14 | Carrera 86","Calle 14","Carrera 86","3.380084","-76.5328027"
"Calle 14 | Carrera 9","Calle 14","Carrera 9","3.4486939","-76.5286092"
"Calle 14 Bis | Carrera 50","Calle 14 Bis","Carrera 50","3.4071349","-76.5295851"
"Calle 14 Oeste | Carrera 2B Oeste","Calle 14 Oeste","Carrera 2B Oeste","3.4476883","-76.5543562"
"Calle 14 Oeste | Carrera 2D","Calle 14 Oeste","Carrera 2D","3.4466455","-76.5543746"
"Calle 14 Oeste | Carrera 3 Oeste","Calle 14 Oeste","Carrera 3 Oeste","3.4458824","-76.5539796"
"Calle 14 Oeste | Carrera 4","Calle 14 Oeste","Carrera 4","3.4442085","-76.5540312"
"Calle 14 Oeste | Carrera 46","Calle 14 Oeste","Carrera 46","3.42333","-76.5613628"
"Calle 14 Oeste | Carrera 47","Calle 14 Oeste","Carrera 47","3.4227254","-76.5614587"
"Calle 14 Oeste | Carrera 48","Calle 14 Oeste","Carrera 48","3.4224869","-76.5614899"
"Calle 14 Oeste | Carrera 49A","Calle 14 Oeste","Carrera 49A","3.4218589","-76.5616758"
"Calle 14 Oeste | Carrera 49B","Calle 14 Oeste","Carrera 49B","3.4215783","-76.5618072"
"Calle 14 Oeste | Carrera 49C","Calle 14 Oeste","Carrera 49C","3.4211598","-76.5619898"
"Calle 14 Oeste | Carrera 49D","Calle 14 Oeste","Carrera 49D","3.4209199","-76.5620921"
"Calle 14 Oeste | Carrera 4A","Calle 14 Oeste","Carrera 4A","3.4450353","-76.5539896"
"Calle 14 Oeste | Carrera 50","Calle 14 Oeste","Carrera 50","3.4206159","-76.5622141"
"Calle 14 Oeste | Carrera 50A","Calle 14 Oeste","Carrera 50A","3.4202218","-76.5623959"
"Calle 14 Oeste | Carrera 50B","Calle 14 Oeste","Carrera 50B","3.4198958","-76.5625558"
"Calle 14 Oeste | Carrera 54C","Calle 14 Oeste","Carrera 54C","3.4154411","-76.5637432"
"Calle 14 Oeste | Carrera 55","Calle 14 Oeste","Carrera 55","3.4086616","-76.5650623"
"Calle 14 Oeste | Carrera 56","Calle 14 Oeste","Carrera 56","3.408137","-76.5636224"
"Calle 14 Oeste | Diagonal 48","Calle 14 Oeste","Diagonal 48","3.415116","-76.563925"
"Calle 14 Oeste | Diagonal 51","Calle 14 Oeste","Diagonal 51","3.4128037","-76.5635678"
"Calle 14 Oeste | Diagonal 52","Calle 14 Oeste","Diagonal 52","3.412469","-76.5635115"
"Calle 14 Oeste | Diagonal 53","Calle 14 Oeste","Diagonal 53","3.4120157","-76.5634525"
"Calle 14A | Carrera 1","Calle 14A","Carrera 1","3.401462","-76.3940536"
"Calle 14A | Carrera 108","Calle 14A","Carrera 108","3.3609056","-76.5370904"
"Calle 14A | Carrera 29A","Calle 14A","Carrera 29A","3.4280938","-76.5273244"
"Calle 14A | Carrera 30","Calle 14A","Carrera 30","3.4272777","-76.5273061"
"Calle 14A | Carrera 41A","Calle 14A","Carrera 41A","3.415792","-76.5269766"
"Calle 14A | Carrera 42A","Calle 14A","Carrera 42A","3.4146412","-76.5272894"
"Calle 14A | Carrera 42B","Calle 14A","Carrera 42B","3.4141723","-76.5274391"
"Calle 14A | Carrera 43","Calle 14A","Carrera 43","3.4136029","-76.5276524"
"Calle 14A | Carrera 49","Calle 14A","Carrera 49","3.4088133","-76.5292874"
"Calle 14A | Carrera 50","Calle 14A","Carrera 50","3.4074877","-76.5296619"
"Calle 14A | Carrera 50A","Calle 14A","Carrera 50A","3.4062301","-76.5296004"
"Calle 14A | Carrera 53","Calle 14A","Carrera 53","3.4053014","-76.5298971"
"Calle 14A | Carrera 66","Calle 14A","Carrera 66","3.3978608","-76.5312096"
"Calle 14A | Carrera 68","Calle 14A","Carrera 68","3.3961351","-76.5312491"
"Calle 14A | Carrera 69","Calle 14A","Carrera 69","3.3944545","-76.5313084"
"Calle 14A | Carrera 70","Calle 14A","Carrera 70","3.393075","-76.5313593"
"Calle 14A | Carrera 83","Calle 14A","Carrera 83","3.3855658","-76.5318791"
"Calle 14A | Carrera 83B","Calle 14A","Carrera 83B","3.3848044","-76.5317279"
"Calle 14A | Carrera 83C","Calle 14A","Carrera 83C","3.384248","-76.5317633"
"Calle 14A | Carrera 84","Calle 14A","Carrera 84","3.3836855","-76.5317895"
"Calle 14A | Carrera 84A","Calle 14A","Carrera 84A","3.3830964","-76.5318405"
"Calle 14A | Carrera 85","Calle 14A","Carrera 85","3.3825315","-76.5318534"
"Calle 14A | Carrera 85A","Calle 14A","Carrera 85A","3.3819536","-76.5318851"
"Calle 14A | Carrera 85B","Calle 14A","Carrera 85B","3.3814029","-76.5319068"
"Calle 14A | Carrera 85C","Calle 14A","Carrera 85C","3.3808231","-76.531945"
"Calle 14A Oeste | Carrera 55","Calle 14A Oeste","Carrera 55","3.4084743","-76.5652341"
"Calle 14b | Carrera 18 oeste","Calle 14b","Carrera 18 oeste","3.4040899","-76.4366055"
"Calle 14b | Carrera 18a Oeste","Calle 14b","Carrera 18a Oeste","3.4040962","-76.4371063"
"Calle 14b | Carrera 18b Oeste","Calle 14b","Carrera 18b Oeste","3.4041003","-76.4374371"
"Calle 14b | Carrera 18c Oeste","Calle 14b","Carrera 18c Oeste","3.4041045","-76.4377774"
"Calle 14b | Carrera 19 Oeste","Calle 14b","Carrera 19 Oeste","3.4041302","-76.4384146"
"Calle 14B | Carrera 20E","Calle 14B","Carrera 20E","3.5490944","-76.4922942"
"Calle 14B | Carrera 20F","Calle 14B","Carrera 20F","3.5496385","-76.4921001"
"Calle 14b | Carrera 28d Oeste","Calle 14b","Carrera 28d Oeste","3.4041179","-76.438095"
"Calle 14B | Carrera 4 OESTE","Calle 14B","Carrera 4 OESTE","3.4023674","-76.3956872"
"Calle 14B | Carrera 43","Calle 14B","Carrera 43","3.4135767","-76.5275937"
"Calle 14B | Carrera 44","Calle 14B","Carrera 44","3.4129887","-76.5277993"
"Calle 14B | Carrera 49","Calle 14B","Carrera 49","3.4086407","-76.5287466"
"Calle 14B | Carrera 50","Calle 14B","Carrera 50","3.4073027","-76.5291184"
"Calle 14B | Carrera 56","Calle 14B","Carrera 56","3.4033567","-76.5300802"
"Calle 14c | Carrera 18 oeste","Calle 14c","Carrera 18 oeste","3.4044313","-76.4365265"
"Calle 14c | Carrera 18b Oeste","Calle 14c","Carrera 18b Oeste","3.4044602","-76.4374364"
"Calle 14c | Carrera 18c Oeste","Calle 14c","Carrera 18c Oeste","3.4044697","-76.4377371"
"Calle 14c | Carrera 18d Oeste","Calle 14c","Carrera 18d Oeste","3.4044803","-76.4380695"
"Calle 14c | Carrera 19 Oeste","Calle 14c","Carrera 19 Oeste","3.4044915","-76.4384173"
"Calle 14C | Carrera 25","Calle 14C","Carrera 25","3.4294959","-76.5269803"
"Calle 14C | Carrera 25A","Calle 14C","Carrera 25A","3.4287147","-76.5269558"
"Calle 14C | Carrera 29A","Calle 14C","Carrera 29A","3.4281104","-76.5269375"
"Calle 14C | Carrera 30","Calle 14C","Carrera 30","3.4273022","-76.5268957"
"Calle 14C | Carrera 31A","Calle 14C","Carrera 31A","3.426517","-76.5268409"
"Calle 14C | Carrera 32","Calle 14C","Carrera 32","3.4255473","-76.5268079"
"Calle 14C | Carrera 32A","Calle 14C","Carrera 32A","3.4248514","-76.5267753"
"Calle 14C | Carrera 33","Calle 14C","Carrera 33","3.4240281","-76.5267368"
"Calle 14C | Carrera 33A","Calle 14C","Carrera 33A","3.4232069","-76.5266984"
"Calle 14C | Carrera 34","Calle 14C","Carrera 34","3.4223369","-76.5266577"
"Calle 14C | Carrera 35","Calle 14C","Carrera 35","3.4215112","-76.5266191"
"Calle 14C | Carrera 36B","Calle 14C","Carrera 36B","3.4207179","-76.526582"
"Calle 14C | Carrera 37","Calle 14C","Carrera 37","3.420352","-76.5265648"
"Calle 14C | Carrera 37A","Calle 14C","Carrera 37A","3.4198768","-76.5265426"
"Calle 14C | Carrera 38A","Calle 14C","Carrera 38A","3.419051","-76.526504"
"Calle 14C | Carrera 39","Calle 14C","Carrera 39","3.4183982","-76.5264734"
"Calle 14C | Carrera 40","Calle 14C","Carrera 40","3.4177408","-76.5265269"
"Calle 14C | Carrera 40A","Calle 14C","Carrera 40A","3.4172817","-76.5264408"
"Calle 14C | Carrera 40B","Calle 14C","Carrera 40B","3.416837","-76.5263575"
"Calle 14C | Carrera 41","Calle 14C","Carrera 41","3.4164045","-76.5262763"
"Calle 14C | Carrera 41A","Calle 14C","Carrera 41A","3.4159197","-76.5261927"
"Calle 14C | Carrera 41B","Calle 14C","Carrera 41B","3.4147061","-76.526255"
"Calle 14C | Carrera 42A","Calle 14C","Carrera 42A","3.4143894","-76.5265167"
"Calle 14C | Carrera 42B","Calle 14C","Carrera 42B","3.4138981","-76.5266654"
"Calle 14C | Carrera 43","Calle 14C","Carrera 43","3.4132994","-76.5268467"
"Calle 14C | Carrera 44","Calle 14C","Carrera 44","3.412729","-76.5270194"
"Calle 14C | Carrera 44A","Calle 14C","Carrera 44A","3.4119064","-76.5272468"
"Calle 14C | Carrera 45","Calle 14C","Carrera 45","3.4114164","-76.5273861"
"Calle 14C | Carrera 46A","Calle 14C","Carrera 46A","3.4110197","-76.5274965"
"Calle 14C | Carrera 47","Calle 14C","Carrera 47","3.4101266","-76.5277362"
"Calle 14C | Carrera 48","Calle 14C","Carrera 48","3.4095723","-76.5279019"
"Calle 14C | Carrera 48A","Calle 14C","Carrera 48A","3.4090401","-76.5280566"
"Calle 14C | Carrera 49","Calle 14C","Carrera 49","3.4084695","-76.5282101"
"Calle 14C | Carrera 50","Calle 14C","Carrera 50","3.4067505","-76.5284097"
"Calle 14C | Carrera 50A","Calle 14C","Carrera 50A","3.4059352","-76.5286916"
"Calle 14C | Carrera 50A Bis","Calle 14C","Carrera 50A Bis","3.4056058","-76.5288055"
"Calle 14C | Carrera 53","Calle 14C","Carrera 53","3.4050207","-76.5290094"
"Calle 14C | Carrera 56","Calle 14C","Carrera 56","3.4033216","-76.5299725"
"Calle 14C | Carrera 64A","Calle 14C","Carrera 64A","3.4019354","-76.5303312"
"Calle 14C | Carrera 64B","Calle 14C","Carrera 64B","3.400499","-76.5306681"
"Calle 14C | Carrera 65","Calle 14C","Carrera 65","3.3993955","-76.5307747"
"Calle 14C | Carrera 66","Calle 14C","Carrera 66","3.3979634","-76.5308422"
"Calle 14C | Carrera 73","Calle 14C","Carrera 73","3.390642","-76.5311441"
"Calle 14C | Carrera 75","Calle 14C","Carrera 75","3.3897074","-76.5311516"
"Calle 14C | Carrera 76","Calle 14C","Carrera 76","3.3893498","-76.5311544"
"Calle 14C | Carrera 77","Calle 14C","Carrera 77","3.3887663","-76.5311591"
"Calle 14C | Carrera 79","Calle 14C","Carrera 79","3.3882789","-76.531163"
"Calle 14C | Carrera 80","Calle 14C","Carrera 80","3.3877913","-76.5311669"
"Calle 14D | Carrera 42A","Calle 14D","Carrera 42A","3.4143046","-76.5261564"
"Calle 14D | Carrera 44","Calle 14D","Carrera 44","3.4125159","-76.5267102"
"Calle 14D | Carrera 44A","Calle 14D","Carrera 44A","3.4117591","-76.5269916"
"Calle 14E | Carrera 41B","Calle 14E","Carrera 41B","3.4150368","-76.5256814"
"Calle 14E | Carrera 42 Bis","Calle 14E","Carrera 42 Bis","3.4145621","-76.5257189"
"Calle 14E | Carrera 42A","Calle 14E","Carrera 42A","3.414229","-76.5258351"
"Calle 14E | Carrera 44","Calle 14E","Carrera 44","3.4124114","-76.5263642"
"Calle 14E | Carrera 44A","Calle 14E","Carrera 44A","3.4116484","-76.5266567"
"Calle 15 | Carrera 1","Calle 15","Carrera 1","3.4021459","-76.3938562"
"Calle 15 | Carrera 10","Calle 15","Carrera 10","3.4479045","-76.5274291"
"Calle 15 | Carrera 106","Calle 15","Carrera 106","3.3632993","-76.5345758"
"Calle 15 | Carrera 107","Calle 15","Carrera 107","3.3612046","-76.5353712"
"Calle 15 | Carrera 109","Calle 15","Carrera 109","3.3577768","-76.5346812"
"Calle 15 | Carrera 11","Calle 15","Carrera 11","3.4031899","-76.4167692"
"Calle 15 | Carrera 118","Calle 15","Carrera 118","3.3501556","-76.5369973"
"Calle 15 | Carrera 11B","Calle 15","Carrera 11B","3.4463228","-76.5269508"
"Calle 15 | Carrera 12","Calle 15","Carrera 12","3.4459046","-76.5268638"
"Calle 15 | Carrera 120","Calle 15","Carrera 120","3.3485605","-76.5370595"
"Calle 15 | Carrera 121 Bis","Calle 15","Carrera 121 Bis","3.3466177","-76.537189"
"Calle 15 | Carrera 121A","Calle 15","Carrera 121A","3.3462836","-76.5372108"
"Calle 15 | Carrera 121C","Calle 15","Carrera 121C","3.3451455","-76.5372339"
"Calle 15 | Carrera 122","Calle 15","Carrera 122","3.3427771","-76.5374156"
"Calle 15 | Carrera 125","Calle 15","Carrera 125","3.3375953","-76.5364186"
"Calle 15 | Carrera 13","Calle 15","Carrera 13","3.4447609","-76.5265495"
"Calle 15 | Carrera 13A","Calle 15","Carrera 13A","3.4441308","-76.5263378"
"Calle 15 | Carrera 14","Calle 15","Carrera 14","3.4433371","-76.5260763"
"Calle 15 | Carrera 15","Calle 15","Carrera 15","3.4424761","-76.5262969"
"Calle 15 | Carrera 16","Calle 15","Carrera 16","3.4420012","-76.5260445"
"Calle 15 | Carrera 17","Calle 15","Carrera 17","3.4412607","-76.5259545"
"Calle 15 | Carrera 18","Calle 15","Carrera 18","3.4406606","-76.5259542"
"Calle 15 | Carrera 18 oeste","Calle 15","Carrera 18 oeste","3.4047911","-76.4364432"
"Calle 15 | Carrera 18A","Calle 15","Carrera 18A","3.4398671","-76.5259525"
"Calle 15 | Carrera 18c Oeste","Calle 15","Carrera 18c Oeste","3.4048234","-76.4377321"
"Calle 15 | Carrera 19","Calle 15","Carrera 19","3.4392969","-76.5260886"
"Calle 15 | Carrera 19A","Calle 15","Carrera 19A","3.4389442","-76.5259559"
"Calle 15 | Carrera 1A","Calle 15","Carrera 1A","3.401934","-76.3934041"
"Calle 15 | Carrera 2","Calle 15","Carrera 2","3.4548966","-76.5302173"
"Calle 15 | Carrera 20","Calle 15","Carrera 20","3.4385494","-76.5260985"
"Calle 15 | Carrera 21","Calle 15","Carrera 21","3.4379285","-76.5259757"
"Calle 15 | Carrera 22A","Calle 15","Carrera 22A","3.4369085","-76.5261176"
"Calle 15 | Carrera 22B","Calle 15","Carrera 22B","3.4365552","-76.5261248"
"Calle 15 | Carrera 23","Calle 15","Carrera 23","3.436001","-76.5260344"
"Calle 15 | Carrera 23A","Calle 15","Carrera 23A","3.4350797","-76.5261483"
"Calle 15 | Carrera 24","Calle 15","Carrera 24","3.5379721","-76.4929586"
"Calle 15 | Carrera 25","Calle 15","Carrera 25","3.536052","-76.4936517"
"Calle 15 | Carrera 25A","Calle 15","Carrera 25A","3.5340969","-76.4943649"
"Calle 15 | Carrera 26","Calle 15","Carrera 26","3.4281452","-76.5261277"
"Calle 15 | Carrera 27","Calle 15","Carrera 27","3.5251437","-76.4976314"
"Calle 15 | Carrera 27A","Calle 15","Carrera 27A","3.5242747","-76.4979523"
"Calle 15 | Carrera 27C","Calle 15","Carrera 27C","3.5229496","-76.4986123"
"Calle 15 | Carrera 28","Calle 15","Carrera 28","3.5220503","-76.4987098"
"Calle 15 | Carrera 29","Calle 15","Carrera 29","3.5208641","-76.4991288"
"Calle 15 | Carrera 2A","Calle 15","Carrera 2A","3.4015805","-76.3926494"
"Calle 15 | Carrera 3","Calle 15","Carrera 3","3.4544191","-76.5300077"
"Calle 15 | Carrera 3 OESTE","Calle 15","Carrera 3 OESTE","3.4026454","-76.3949266"
"Calle 15 | Carrera 30","Calle 15","Carrera 30","3.4273503","-76.526091"
"Calle 15 | Carrera 31","Calle 15","Carrera 31","3.5145801","-76.5013994"
"Calle 15 | Carrera 31A","Calle 15","Carrera 31A","3.4265557","-76.5260536"
"Calle 15 | Carrera 32","Calle 15","Carrera 32","3.4255867","-76.5260097"
"Calle 15 | Carrera 32A","Calle 15","Carrera 32A","3.4249026","-76.5259732"
"Calle 15 | Carrera 33","Calle 15","Carrera 33","3.4240677","-76.5259359"
"Calle 15 | Carrera 33A","Calle 15","Carrera 33A","3.4232477","-76.525877"
"Calle 15 | Carrera 33B","Calle 15","Carrera 33B","3.4229704","-76.5258588"
