SEXO;EDAD;HORA HECHO;FECHA HECHO;FECHA FALL.;CONDICION
Masculino;72;.;8/03/2023;17/03/2023;Peatón
Masculino;64;17:10;18/03/2023;18/03/2023;Ciclista
Masculino;34;.;21/03/2023;21/03/2023;Motociclista
Masculino;39;5:00;23/03/2023;23/03/2023;Motociclista
Masculino;65;11:45;25/03/2023;25/03/2023;Ciclista
Masculino;20;23:30;25/03/2023;26/03/2023;Motociclista
Femenino;84;.;.;4/04/2023;Peatón
Masculino;67;9:25;16/02/2023;4/04/2023;Ciclista
Femenino;48;6:50;5/04/2023;5/04/2023;Parrillero
Femenino;31;0:30;6/04/2023;6/04/2023;Peatón
Masculino;42;.;.;7/04/2023;Peatón
Femenino;83;.;.;7/04/2023;Peatón
Masculino;55;8:00;9/04/2023;9/04/2023;Motociclista
Masculino;74;4:15;.;12/04/2023;Peatón
Masculino;21;1:27;.;15/04/2023;Motociclista
Masculino;20;6:03;.;16/04/2023;Motociclista
Femenino;22;1:57;.;17/04/2023;Parrillero
Masculino;43;.;.;17/04/2023;Peatón
Masculino;58;.;.;20/04/2023;Peatón
Masculino;27;1:57;.;22/04/2023;Motociclista
Masculino;88;.;.;23/04/2023;Peatón
Masculino;9;15:20;.;27/04/2023;Pasajero de Auto
Femenino;25;.;.;27/04/2023;Parrillero
Masculino;24;6:30;.;30/04/2023;Motociclista
Masculino;20;17:30;.;6/05/2023;Motociclista
Femenino;41;1:30;.;7/05/2023;Parrillero
Masculino;46;1:10;.;7/05/2023;Motociclista
Masculino;56;1:10;.;7/05/2023;Motociclista
Masculino;25;4:00;.;7/05/2023;Motociclista
Femenino;29;19:30;.;7/05/2023;Parrillero
Masculino;87;18:50;.;10/05/2023;Peatón
Masculino;20;2:35;.;13/05/2023;Motociclista
Femenino;22;2:20;.;13/05/2023;Motociclista
Masculino;29;.;.;13/05/2023;Parrillero
Femenino;35;18:50;.;14/05/2023;Peatón
Femenino;3;18:50;.;14/05/2023;Peatón
Femenino;53;.;.;15/05/2023;Parrillero
Femenino;28;21:10;.;17/05/2023;Motociclista
Femenino;80;19:23;.;17/05/2023;Pasajero de Auto
Masculino;68;9:50;.;18/05/2023;Peatón
Femenino;38;23:30;.;18/05/2023;Peatón
Masculino;50;.;.;18/05/2023;Motociclista
Femenino;31;.;.;19/05/2023;Motociclista
Femenino;43;3:10;.;20/05/2023;Peatón
Masculino;61;17:30;.;22/05/2023;Motociclista
Masculino;43;13:50;.;22/05/2023;Peatón
Masculino;19;.;.;22/05/2023;Motociclista
Masculino;17;.;.;23/05/2023;Motociclista
Masculino;21;0:10;.;24/05/2023;Motociclista
Masculino;61;13:30;.;26/05/2023;Ciclista
Femenino;75;19:10;.;26/05/2023;Peatón
Masculino;81;.;.;26/05/2023;Peatón
Masculino;26;1:20;.;27/05/2023;Motociclista
Masculino;58;3:10;.;29/05/2023;Motociclista
Masculino;81;9:50;.;30/05/2023;Peatón
Masculino;22;1:10;.;1/06/2023;Motociclista
Masculino;18;3:15;.;1/06/2023;Pasajero de Auto
Masculino;69;.;.;2/06/2023;Ciclista
Femenino;19;3:30;.;4/06/2023;Motociclista
Masculino;23;13:20;.;4/06/2023;Motociclista
Femenino;19;13:20;.;4/06/2023;Parrillero
Femenino;85;20:00;.;4/06/2023;Peatón
Masculino;49;5:40;.;5/06/2023;Motociclista
Femenino;69;16:50;.;5/06/2023;Peatón
Masculino;14;.;.;5/06/2023;Motociclista
Femenino;92;.;.;5/06/2023;Peatón
Masculino;63;13:20;.;8/06/2023;Ciclista
Masculino;20;.;.;9/06/2023;Motociclista
Masculino;26;.;.;10/06/2023;Motociclista
Masculino;83;19:06;.;14/06/2023;Peatón
Masculino;24;2:20;.;18/06/2023;Motociclista
Masculino;23;10:35;.;19/06/2023;Motociclista
Masculino;36;.;.;20/06/2023;Motociclista
Masculino;24;1:45;.;21/06/2023;Motociclista
Masculino;23;.;.;23/06/2023;Motociclista
Femenino;75;12:40;.;24/06/2023;Peatón
Masculino;83;.;.;24/06/2023;Peatón
Masculino;34;.;.;25/06/2023;Peatón
Masculino;30;3:05;.;26/06/2023;Motociclista
Masculino;53;19:00;.;2/07/2023;Motociclista
Masculino;65;8:45;.;4/07/2023;Pasajero de Auto
Masculino;39;.;.;6/07/2023;Motociclista
Masculino;28;.;.;7/07/2023;Motociclista
Masculino;51;16:07;.;8/07/2023;Peatón
Masculino;25;2:30;.;15/07/2023;Motociclista
Masculino;48;.;.;15/07/2023;Motociclista
Femenino;44;11:33;.;16/07/2023;Parrillero
Masculino;61;.;.;16/07/2023;Peatón
Masculino;27;.;.;16/07/2023;Motociclista
Masculino;75;6:10;.;18/07/2023;Peatón
Masculino;40;2:15;.;19/07/2023;Conductor
Masculino;30;4:40;.;19/07/2023;Conductor
Masculino;23;.;.;21/07/2023;Motociclista
Masculino;35;5:15;.;23/07/2023;Motociclista
Masculino;65;20:20;.;26/07/2023;Motociclista
Femenino;70;.;.;27/07/2023;Peatón
Femenino;27;9:30;.;28/07/2023;Parrillero
Masculino;23;9:30;.;28/07/2023;Motociclista
Masculino;24;22:00;.;28/07/2023;Motociclista
Masculino;22;2:00;.;31/07/2023;Motociclista
Masculino;30;2:00;.;31/07/2023;Motociclista
Masculino;22;23:00;.;2/08/2023;Motociclista
Masculino;23;23:00;.;2/08/2023;Motociclista
Femenino;15;.;.;3/08/2023;Parrillero
Masculino;73;15:16;.;4/08/2023;Peatón
Masculino;69;9:20;.;6/08/2023;Peatón
Masculino;21;18:40;.;6/08/2023;Motociclista
Masculino;30;2:40;.;7/08/2023;Motociclista
Masculino;33;1:00;.;7/08/2023;Peatón
Masculino;48;.;.;11/08/2023;Motociclista
Masculino;84;20:00;.;11/08/2023;Peatón
Masculino;25;22:50;.;12/08/2023;Motociclista
Femenino;75;.;.;12/08/2023;Peatón
Femenino;78;18:00;.;15/08/2023;Peatón
Femenino;73;.;.;15/08/2023;Peatón
Masculino;21;.;.;16/08/2023;Ciclista
Masculino;65;18:09;.;17/08/2023;Motociclista
Femenino;30;.;.;17/08/2023;Motociclista
Masculino;62;12:40;.;19/08/2023;Peatón
Femenino;30;18:10;.;19/08/2023;Peatón
Masculino;61;7:30;.;19/08/2023;Conductor
Masculino;21;16:28;.;20/08/2023;Motociclista
Masculino;42;6:50;.;26/08/2023;Motociclista
Masculino;42;3:00;.;27/08/2023;Motociclista
Masculino;31;2:50;.;28/08/2023;Motociclista
Masculino;42;4:20;.;1/09/2023;Motociclista
Femenino;32;.;.;4/09/2023;Peatón
Masculino;63;20:05;.;5/09/2023;Peatón
Masculino;82;6:50;.;9/09/2023;Peatón
Masculino;19;7:30;.;10/09/2023;Peatón
Femenino;74;11:00;.;11/09/2023;Peatón
Masculino;74;15:00;.;13/09/2023;Ciclista
Masculino;73;.;.;17/09/2023;Peatón
Masculino;70;.;.;20/09/2023;Motociclista
Masculino;91;18:45;.;21/09/2023;Peatón
Masculino;14;20:00;.;22/09/2023;Motociclista
Masculino;78;.;.;22/09/2023;Peatón
Masculino;45;22:00;.;1/10/2023;Peatón
Femenino;67;19:50;.;2/10/2023;Parrillero
Masculino;26;21:00;.;3/10/2023;Motociclista
Femenino;76;19:15;.;5/10/2023;Peatón
Femenino;77;6:40;.;10/10/2023;Sin dato
Femenino;29;.;.;12/10/2023;Sin dato
Masculino;28;.;.;17/10/2023;Motociclista
Masculino;70;21:00;.;19/10/2023;Peatón
Masculino;50;.;.;19/10/2023;Sin dato
Masculino;34;.;.;19/10/2023;Motociclista
Masculino;32;.;.;21/10/2023;Sin dato
Femenino;33;21:00;.;23/10/2023;Motociclista
Masculino;42;5:20;.;25/10/2023;Motociclista
Masculino;39;18:15;.;26/10/2023;Peatón
Femenino;20;14:00;.;26/10/2023;Parrillero
Masculino;27;.;.;26/10/2023;Sin dato
Masculino;74;19:30;.;27/10/2023;Peatón
Masculino;27;0:00;.;1/11/2023;Motociclista
Femenino;32;1:10;.;7/11/2023;Parrillero
Masculino;62;12:50;.;8/11/2023;Ciclista
Masculino;40;.;28/11/2022;.;Ciclista
Masculino;23;3:00;14/03/2020;.;Motociclista
Masculino;71;4:30;29/12/2017;.;Ciclista
Masculino;91;7:35;22/04/2016;.;Peatón
